44,50
44,80
47,40
48,80
49,90
50,10
50,80
45,90
45,70
44,60
31,80
30,60
42,00
47,50
48,70
44,00
37,40
30,10
30,90
38,90
40,50
41,50
39,40
42,10
40,60
31,60
35,00
22,80
28,50
31,90
24,50
22,70
23,20
27,10
28,10
25,60
23,30
13,60
18,20
20,30
29,90
31,00
33,30
34,90
37,80
28,70
22,30
16,00
12,60
20,70
19,60
28,90
34,30
33,00
25,50
10,60
15,20
24,30
26,20
14,40
9,30
0,00
16,50
22,70
19,90
17,80
21,10
22,60
19,90
22,80
20,30
15,20
9,40
26,10
22,70
5,80
3,40
14,70
11,80
5,70
20,80
2,00
5,80
1,50
-5,50
-0,20
-0,60
-2,80
-3,00
-6,10
1,80
7,60
17,10
19,40
15,90
17,90
8,40
12,00
10,20
12,10
9,50
6,60
12,60
20,60
22,90
21,60
22,30
20,70
18,60
13,70
5,50
6,60
8,40
8,50
17,50
1,30
13,70
10,80
16,80
15,70
16,80
5,20
9,10
8,40
4,90
-4,10
-3,50
-2,00
-1,40
2,90
0,80
0,90
4,40
9,10
7,50
26,20
29,50
16,00
18,50
27,80
32,10
33,50
31,00
21,80
11,10
7,20
12,20
14,50
14,90
14,90
17,30
18,50
21,60
19,50
21,20
20,50
26,60
25,30
23,10
27,40
27,90
26,90
28,50
23,50
23,90
27,00
27,40
27,70
27,80
26,40
27,20
30,60
30,60
24,70
25,80
26,10
28,60
24,90
27,20
32,70
36,00
39,40
36,20
39,40
41,50
38,00
38,20
38,70
38,70
39,00
39,40
40,00
41,50
41,20
39,40
43,90
38,10
39,60
48,00
46,80
52,70
59,90
53,50
39,20
37,90
42,40
38,70
46,30
57,30
56,60
64,40
62,10
60,80
62,30
57,90
59,90
58,50
64,50
68,50
67,50
68,10
67,80
68,60
69,10
65,50
56,20
58,80
51,30
53,10
47,60
51,80
47,60
52,60
52,70
56,40
57,40
55,90
63,40
54,80
52,40
53,30
58,10
63,30
69,10
62,40
60,10
63,10
57,40
62,30
66,20
63,00
67,40
68,40
59,10
54,20
53,20
50,70
53,30
58,50
61,00
60,00
64,20
68,30
73,30
61,30
61,00
60,00
54,70
52,00
60,40
59,70
59,50
63,30
60,10
63,10
68,70
70,60
70,30
76,50
80,40
81,20
81,00
71,80
67,30
64,50
63,70
61,60
58,00
60,40
58,30
58,50
54,50
55,30
56,20
58,90
66,70
64,30
64,60
66,40
66,20
66,00
65,30
66,00
67,00
65,30
62,50
63,00
52,30
56,10
53,70
57,90
61,10
60,90
61,70
61,30
64,20
64,30
67,30
68,00
68,70
69,00
69,10
70,10
66,00
60,50
59,00
57,60
59,60
62,70
64,20
63,30
64,30
62,80
64,90
64,60
64,40
61,70
58,60
59,70
58,40
55,00
45,90
45,50
48,30
48,90
49,60
53,90
49,30
47,70
46,00
42,60
38,00
36,10
39,70
43,50
43,40
46,00
46,20
45,80
35,70
31,50
36,40
44,20
51,70
46,60
44,10
42,60
46,20
51,10
48,30
48,50
44,20
41,80
38,10
42,10
44,30
42,20
39,20
36,40
38,40
40,30
46,20
48,00
47,80
46,90
39,10
30,50
32,40
37,30
35,10
30,10
33,80
41,10
33,90
32,80
37,60
43,90
45,40
45,70
41,10
43,00
34,20
32,80
33,60
35,40
34,60
39,70
42,00
40,10
37,20
35,70
38,40
38,00
40,00
42,70
34,10
33,20
37,50
32,40
32,50
34,80
35,60
37,30
34,00
33,50
31,80
30,70
29,30
28,60
29,80
31,40
31,10
31,40
31,50
27,90
30,30
32,40
25,60
20,10
23,20
19,30
16,50
13,00
16,20
8,80
7,20
-4,10
-10,60
-16,10
-12,30
5,10
-0,60
-6,30
-1,80
-4,20
5,90
13,00
12,40
6,00
4,00
3,90
19,80
20,40
15,40
7,40
5,40
13,30
27,00
29,80
33,50
20,40
18,70
25,80
31,40
22,50
28,80
29,40
30,00
18,10
12,20
10,30
22,50
10,90
5,10
20,00
16,70
2,20
6,20
19,50
18,50
25,20
21,70
33,80
26,90
12,60
30,90
33,60
32,70
33,20
32,20
9,50
0,30
2,40
7,60
11,00
17,30
23,10
31,20
36,20
33,40
36,40
35,40
32,60
30,20
35,90
37,50
35,00
29,50
32,90
34,00
32,90
34,20
38,10
40,60
39,30
42,10
34,60
27,40
25,50
21,70
20,10
20,40
24,50
25,80
22,20
18,20
19,10
19,20
18,90
19,60
26,10
31,80
33,40
35,80
38,90
42,40
44,10
49,50
38,30
31,70
32,80
30,30
29,30
32,10
33,00
32,80
28,60
33,80
42,10
52,50
47,10
44,80
38,10
33,90
34,60
35,40
40,30
36,70
44,90
42,00
39,40
47,20
56,30
57,40
59,70
47,70
48,00
38,20
44,60
57,40
56,00
50,40
63,60
60,70
58,30
59,20
62,80
62,80
60,80
57,70
45,80
41,60
49,30
46,20
46,40
51,60
58,00
50,40
43,70
44,30
46,00
47,30
50,70
52,30
54,00
50,10
52,30
54,50
56,80
55,30
61,40
66,10
64,10
69,40
70,70
73,10
74,40
71,80
67,90
69,70
70,30
56,60
55,20
57,10
55,80
62,50
62,40
67,40
66,10
66,30
66,90
67,40
67,80
70,20
66,60
67,10
70,40
72,30
73,50
71,10
66,00
64,70
62,80
68,50
66,10
60,30
57,50
56,00
57,40
58,60
59,20
58,30
61,60
63,30
67,00
68,00
70,60
67,00
67,50
66,30
67,60
71,00
72,40
66,80
68,40
66,60
66,40
67,30
65,10
62,20
66,00
65,80
63,90
64,90
65,70
65,60
66,00
60,60
57,50
52,50
49,70
52,30
48,90
53,10
59,00
61,30
63,50
65,60
68,70
69,20
69,80
69,90
71,10
70,10
69,00
67,90
58,30
48,10
46,60
44,90
43,60
46,20
50,20
53,00
54,30
54,30
50,80
49,20
51,30
55,70
56,80
52,70
52,30
56,70
56,80
50,30
44,40
43,00
45,70
43,40
38,80
31,80
32,70
36,00
36,90
38,70
39,40
36,20
41,10
40,10
40,80
43,60
38,60
37,70
35,60
48,00
56,00
54,10
50,10
48,80
44,40
38,90
39,10
36,90
36,00
41,20
43,60
40,40
31,00
33,00
35,60
30,90
29,40
26,60
24,50
28,20
23,90
32,40
36,90
33,90
25,70
23,90
18,70
19,00
33,60
38,90
42,90
43,80
36,00
43,00
40,60
42,50
36,50
31,10
29,00
24,60
22,10
23,30
27,00
24,50
26,40
27,00
26,80
31,10
28,70
22,20
17,40
15,80
15,60
9,60
13,30
21,70
21,40
23,30
23,30
21,50
13,70
16,20
20,30
21,30
17,50
-2,70
-15,50
-14,70
12,00
18,70
15,40
19,00
9,30
10,60
9,60
16,30
20,70
29,70
34,70
33,40
29,90
29,30
32,20
29,80
26,70
27,50
33,00
32,60
30,00
28,00
29,70
28,00
18,90
19,20
29,70
19,40
8,60
13,80
24,50
28,50
24,40
23,50
21,10
19,10
15,90
14,90
18,40
17,40
24,10
28,30
20,80
9,90
-0,10
6,40
0,70
1,80
13,60
11,80
14,40
22,90
1,60
6,70
23,00
31,10
35,10
31,20
0,20
-2,50
-8,70
12,90
7,70
-2,10
30,70
29,50
34,50
37,20
37,60
31,70
5,80
9,30
31,00
37,80
33,70
29,90
27,00
28,60
38,00
28,30
23,00
23,40
33,00
30,60
22,20
24,80
28,10
24,90
26,10
24,70
19,60
17,40
21,90
25,80
24,80
25,70
29,60
27,20
29,70
32,40
34,20
35,90
35,50
36,90
37,20
28,90
19,70
18,00
23,80
26,40
31,10
33,60
38,50
36,20
28,90
32,60
32,80
30,40
27,60
28,60
33,60
37,30
42,60
37,70
38,50
43,30
46,90
51,30
50,50
47,30
49,00
54,60
56,50
60,60
57,80
56,10
61,40
57,80
56,10
56,90
54,40
53,80
53,50
57,80
55,30
59,10
59,00
42,60
47,30
53,50
55,60
53,20
55,50
57,90
60,60
56,10
59,70
53,00
44,10
47,00
53,50
56,00
59,10
60,80
62,40
53,80
58,70
65,60
64,70
70,20
65,80
63,00
62,00
69,10
72,90
76,80
75,60
74,10
75,70
79,70
79,00
66,00
66,10
70,40
73,10
75,40
68,00
62,30
59,60
53,40
52,60
52,80
52,00
56,10
63,20
63,10
60,20
62,10
58,20
53,60
55,20
60,40
62,80
58,70
62,10
72,90
66,00
57,90
54,80
63,70
68,10
62,20
69,50
68,50
61,20
63,60
66,00
72,30
70,50
71,10
71,20
66,90
61,70
64,60
70,00
72,40
74,10
73,60
73,10
72,10
71,00
66,70
63,10
58,40
56,10
58,70
58,10
54,60
49,90
48,70
52,40
52,70
59,30
59,00
60,00
62,30
57,30
59,00
61,70
60,10
55,70
53,40
53,10
50,10
51,60
51,80
53,50
48,90
43,90
45,90
47,10
42,60
45,50
48,50
52,10
53,60
55,90
58,00
60,10
60,10
58,70
59,90
57,60
48,80
52,00
56,20
56,20
53,00
50,30
46,80
48,30
45,00
41,40
40,50
45,00
49,50
44,40
38,10
34,40
34,70
34,70
35,30
37,10
34,70
32,10
34,90
36,80
44,50
49,50
47,40
47,50
44,30
40,50
41,80
40,20
51,90
41,80
38,90
37,70
36,70
41,90
49,90
44,80
40,10
45,20
41,00
41,20
39,90
39,00
37,60
34,20
33,30
32,90
31,70
33,30
32,10
26,20
20,90
10,20
7,10
5,40
11,70
14,70
14,50
7,00
7,30
10,50
9,10
5,60
-1,90
5,70
17,60
14,10
15,60
11,20
21,20
14,80
0,30
-6,00
-5,10
6,90
19,40
14,70
19,90
26,10
25,80
20,40
15,10
16,10
21,60
7,50
2,70
2,10
4,80
28,10
29,10
32,10
34,40
32,40
31,90
12,20
6,40
-99
-99
25,00
32,20
35,60
36,30
-99
-99
18,10
18,50
21,60
23,00
32,50
33,30
32,50
14,90
8,10
-99
7,30
3,80
15,50
25,10
28,70
28,50
26,70
28,50
24,80
22,70
29,30
31,00
31,80
31,10
27,60
31,60
16,90
26,30
29,80
13,90
-0,70
12,70
3,10
-13,90
-0,60
28,70
30,00
23,00
7,80
19,20
22,60
21,90
16,20
8,10
14,90
23,90
26,70
28,20
29,40
30,40
23,70
17,80
14,20
17,90
32,70
29,30
25,90
24,30
21,40
25,30
31,80
30,40
30,90
33,10
32,00
26,30
13,30
13,20
17,20
20,60
24,20
25,40
18,60
16,50
19,50
22,10
26,10
30,10
31,20
27,00
25,50
31,40
36,50
34,80
38,00
41,10
44,60
44,50
44,40
43,90
44,80
44,80
34,60
27,50
25,70
30,20
37,30
40,80
42,30
45,30
45,90
47,60
44,10
43,50
45,70
53,90
59,30
58,60
57,80
57,00
54,30
52,20
54,30
55,40
56,80
58,40
58,90
59,70
60,60
46,80
40,40
38,80
32,70
32,60
34,90
33,90
40,50
32,50
34,30
43,70
39,50
33,90
39,20
41,10
45,00
45,80
49,20
46,20
43,00
46,10
45,80
54,90
61,20
61,80
61,30
62,70
61,90
58,60
58,60
67,20
55,20
47,10
53,50
59,80
64,90
67,80
70,70
71,80
73,20
75,80
75,30
75,40
70,20
65,70
63,40
69,20
72,70
68,30
65,70
61,10
67,20
69,50
71,80
74,60
76,00
75,80
76,90
72,90
71,60
73,50
74,10
77,30
77,00
74,50
70,10
69,80
77,00
80,60
76,50
65,70
63,60
64,20
70,90
72,30
77,60
77,30
78,30
71,90
64,90
65,70
65,40
67,00
70,90
72,60
67,40
70,20
71,30
70,80
59,20
61,50
64,00
60,60
63,50
63,20
62,80
65,20
63,30
62,60
66,00
60,00
55,20
57,50
64,60
62,60
62,60
64,60
62,60
57,00
58,80
59,00
61,50
63,00
60,70
55,90
56,10
54,90
55,20
56,20
59,60
60,10
58,20
56,20
51,00
48,90
49,60
53,80
59,30
61,30
62,90
64,80
64,20
62,60
55,80
52,80
44,30
43,00
43,60
44,10
43,30
42,50
44,20
47,40
44,40
47,60
50,50
51,50
52,10
56,70
55,30
50,70
53,30
55,80
57,60
61,40
55,90
54,40
62,30
61,70
62,40
60,50
59,00
51,00
50,20
44,90
44,60
43,30
40,40
40,80
41,30
36,90
30,20
30,20
30,40
32,00
33,80
32,60
31,20
34,80
39,00
47,80
44,90
38,50
39,00
40,50
38,60
43,60
42,40
37,80
32,40
28,20
19,40
15,90
14,00
20,90
26,40
28,30
26,10
34,40
26,20
14,40
22,00
22,60
10,90
10,40
13,50
22,10
20,10
4,20
0,90
3,70
9,30
15,40
30,10
32,40
33,30
34,40
31,30
32,10
31,70
18,20
23,00
31,70
29,40
33,40
33,60
33,90
38,50
31,00
32,00
32,10
26,40
24,60
28,00
25,10
24,00
19,90
27,10
20,20
13,00
14,80
19,00
28,90
29,00
26,70
22,70
20,70
17,90
13,70
21,70
31,20
29,40
22,90
28,80
32,90
32,00
30,30
29,20
28,10
21,10
20,90
17,40
20,30
18,60
17,80
8,10
3,30
-4,00
-0,60
0,90
-0,90
-4,20
14,00
28,30
28,50
30,60
26,30
16,70
26,30
29,70
18,90
27,40
23,10
30,60
34,50
33,90
32,90
29,80
31,10
32,60
30,50
29,20
28,00
28,70
26,80
32,80
33,00
29,80
18,50
14,40
11,60
10,90
7,00
4,80
27,70
34,80
34,80
34,60
32,40
33,60
28,40
23,20
26,10
29,40
28,40
20,80
16,90
17,00
20,30
25,40
33,60
31,00
28,90
27,50
31,80
32,50
30,60
30,00
35,20
31,10
28,50
26,60
27,70
27,70
28,90
31,00
34,90
36,80
37,40
37,60
35,10
34,10
37,80
42,70
45,30
46,90
46,90
50,10
51,60
51,90
54,00
57,20
52,80
55,00
53,70
53,10
55,60
61,30
59,50
61,10
61,60
63,90
63,40
61,20
54,00
54,30
44,50
35,40
35,40
41,80
41,50
48,60
48,10
44,40
49,50
49,90
47,90
52,80
38,10
34,80
36,00
43,50
37,10
45,30
44,50
48,50
52,20
58,10
58,90
56,90
59,50
60,80
65,00
61,60
66,60
71,50
74,20
70,60
57,90
54,70
63,00
61,60
57,00
58,00
59,10
56,60
51,90
54,50
61,00
71,60
59,10
65,70
63,30
55,30
53,80
52,00
52,80
50,50
53,20
59,10
65,10
66,60
66,00
71,10
70,20
63,00
57,90
58,00
62,40
61,20
59,20
57,30
63,70
63,80
63,40
65,10
66,50
67,80
67,20
68,80
67,90
73,40
67,60
65,40
65,60
63,50
66,00
66,70
67,10
69,10
68,60
71,30
64,30
64,90
64,90
61,30
63,00
62,80
66,20
64,80
64,50
64,40
61,50
59,50
60,60
64,50
64,10
58,40
56,90
59,50
62,30
62,40
60,10
62,50
65,40
63,30
62,10
63,00
60,40
62,10
66,60
59,00
52,70
52,50
54,00
55,90
57,90
60,70
62,30
62,10
59,70
60,70
58,80
59,90
58,10
55,50
53,00
51,10
51,40
54,90
51,20
48,80
47,90
47,10
45,50
41,50
42,00
44,20
48,50
50,40
45,20
38,40
42,60
51,50
50,10
44,80
38,10
40,20
45,00
49,70
52,20
50,50
52,70
53,20
49,50
50,30
49,50
42,90
40,30
42,60
42,80
43,30
42,50
45,60
45,90
45,30
42,00
37,80
35,80
36,50
35,80
36,10
40,20
42,10
42,90
45,40
47,90
40,40
37,00
42,50
45,10
45,60
45,50
45,60
44,40
41,80
37,60
36,90
32,40
31,00
28,30
30,00
30,60
34,00
33,70
41,00
44,80
35,90
34,00
38,20
39,40
32,40
21,40
10,10
7,00
14,70
10,50
10,10
14,80
25,30
28,10
32,90
35,70
32,60
32,30
32,30
32,10
32,80
32,40
28,50
31,10
31,70
32,80
34,70
33,30
32,50
33,00
25,60
18,90
15,20
16,10
18,70
15,70
23,30
21,90
22,80
20,50
12,00
8,40
23,10
30,00
26,00
28,80
24,00
21,80
24,90
26,40
27,40
31,90
33,00
30,40
29,70
27,70
21,60
6,80
9,00
26,90
27,50
29,30
25,10
14,50
14,50
20,60
9,30
2,30
4,30
12,70
21,00
27,50
32,70
32,70
31,10
28,50
23,50
14,80
7,80
8,00
4,10
0,30
4,80
22,00
30,90
32,30
20,10
20,20
32,70
22,60
31,20
32,10
25,90
26,30
9,90
3,00
19,40
20,70
25,00
19,40
5,90
7,50
13,00
14,70
18,60
21,40
30,40
29,60
28,80
23,70
28,40
20,70
18,60
27,60
34,20
36,60
37,30
42,00
37,60
34,20
32,00
29,00
23,10
26,30
28,20
20,20
22,70
21,10
20,30
22,00
19,80
18,70
21,10
20,30
28,90
40,10
36,90
39,10
46,80
51,80
49,50
40,30
44,60
49,90
52,00
52,60
53,10
48,00
52,40
44,60
43,00
43,30
48,30
50,00
49,50
51,50
54,70
60,50
64,20
64,00
67,50
65,50
57,30
51,70
54,50
58,70
58,20
47,00
56,50
61,30
65,50
54,50
45,80
51,10
57,50
47,40
41,50
40,30
43,20
48,70
56,20
60,30
63,20
61,70
51,30
45,40
46,90
41,20
49,10
46,80
41,20
45,40
50,20
50,90
48,30
47,60
50,50
47,50
50,70
57,20
60,60
62,30
56,70
57,50
59,90
56,90
57,60
54,30
50,10
52,90
54,90
59,50
62,50
65,80
68,20
68,20
69,80
63,30
61,30
60,10
62,60
59,60
60,20
64,00
62,80
65,90
70,30
71,50
68,00
69,60
70,10
71,50
74,30
68,60
63,10
62,50
67,80
68,80
65,90
69,90
73,50
74,20
77,50
79,30
78,50
76,30
76,40
77,90
78,70
70,50
69,90
70,30
71,60
73,70
68,00
68,40
70,00
61,90
57,70
54,90
56,20
63,50
64,90
62,20
65,00
70,20
71,10
67,50
61,90
58,50
60,60
62,70
65,30
69,00
72,90
69,40
66,10
64,40
65,00
59,10
54,10
58,80
56,30
52,20
51,00
54,00
51,60
49,60
47,20
47,40
50,30
49,80
54,00
58,50
59,80
56,40
57,20
59,70
58,50
67,70
56,90
54,20
58,40
60,80
59,90
58,30
55,90
54,40
55,20
55,20
53,50
52,80
44,40
40,20
39,80
42,40
40,20
34,40
38,70
44,80
50,20
51,70
50,40
49,20
44,70
39,90
50,10
54,70
49,80
42,20
32,90
28,10
31,20
36,20
43,20
45,40
43,80
32,90
28,50
29,70
30,60
28,10
27,50
32,60
35,80
37,20
38,50
39,90
41,20
42,90
34,30
34,10
42,40
42,00
31,20
32,00
34,60
40,90
34,20
31,50
35,50
33,00
28,90
24,60
27,50
18,30
30,00
31,30
25,60
16,80
15,50
16,60
27,60
33,30
32,80
30,50
29,70
19,30
14,90
19,70
15,30
12,70
15,30
10,80
6,40
6,70
11,70
10,50
11,40
4,50
3,40
1,20
9,10
9,30
4,30
7,10
8,30
5,20
18,80
7,40
18,30
6,40
6,60
0,50
19,00
21,60
22,80
23,60
24,60
18,90
7,30
2,30
-8,90
3,00
20,90
23,50
-6,00
-8,70
23,90
29,70
33,30
32,80
31,20
30,30
31,20
31,00
28,00
26,00
25,10
22,60
25,60
30,90
34,50
35,70
35,00
26,60
30,70
21,80
27,80
26,10
10,80
9,30
6,90
34,60
34,30
34,80
36,10
33,80
34,20
33,30
35,20
34,80
35,10
33,80
30,00
24,10
31,50
35,00
34,00
34,10
30,90
28,50
24,30
21,40
31,00
31,80
26,60
26,10
35,60
34,00
31,20
23,90
23,80
30,60
38,00
41,10
26,60
27,90
37,40
34,70
41,00
42,70
39,70
27,40
29,50
34,30
41,20
41,20
35,10
34,30
35,60
36,90
32,50
28,90
30,60
38,20
34,00
42,20
41,90
33,80
36,20
26,80
24,20
21,60
23,20
31,20
38,10
37,80
43,70
43,40
44,30
49,30
50,50
49,00
49,10
51,70
40,10
42,70
48,80
53,10
52,30
49,10
50,50
54,90
53,90
53,20
52,20
55,30
50,70
53,60
58,20
57,40
61,30
60,90
63,40
60,20
52,30
53,70
58,30
54,20
45,10
46,80
57,40
58,80
60,10
58,40
50,60
48,30
38,30
35,10
46,40
53,30
50,90
52,30
48,40
52,30
56,50
53,70
57,50
60,00
63,20
65,30
68,20
64,80
60,00
53,10
52,50
59,20
60,20
56,60
62,40
67,70
67,70
67,90
58,40
51,60
55,50
57,10
-99
-99
-99
-99
65,50
61,90
55,60
58,10
59,60
59,00
66,10
71,20
61,20
62,80
68,40
72,80
74,70
75,60
72,30
73,00
76,70
67,50
69,10
68,90
75,00
76,20
75,90
70,30
66,90
66,10
64,50
69,90
74,00
76,70
77,20
79,30
73,30
68,40
66,60
71,80
71,90
75,40
75,90
76,20
80,10
72,90
63,90
64,70
61,20
58,30
57,50
58,90
55,20
56,80
62,70
69,60
66,30
68,30
65,80
67,50
61,90
55,20
60,40
68,60
60,80
52,90
54,00
55,80
57,00
54,90
57,20
64,60
66,70
69,00
69,60
70,40
63,50
61,90
63,20
62,50
65,40
63,70
61,40
63,90
61,20
47,20
44,70
52,20
53,10
54,60
53,80
50,00
47,50
47,40
42,80
42,30
46,70
46,50
41,10
43,30
49,00
49,60
43,10
44,60
50,00
46,80
36,10
34,90
32,80
36,00
35,40
36,40
35,50
38,30
31,90
30,20
32,90
29,60
28,90
29,40
32,20
41,50
50,00
45,80
34,80
32,80
28,50
30,00
35,80
38,50
31,60
36,10
40,00
43,10
33,50
31,90
31,90
31,80
30,70
26,10
25,60
25,80
29,70
27,00
29,10
27,20
24,50
17,40
19,90
30,70
32,10
37,40
37,50
42,30
37,60
39,90
36,40
29,10
23,50
21,70
18,60
24,60
34,40
31,20
5,80
2,50
1,20
7,40
18,10
17,40
11,70
7,80
13,00
-0,80
4,00
9,10
16,30
24,20
7,50
-1,20
11,50
8,00
4,80
9,30
5,30
6,50
15,80
11,40
3,80
-1,20
11,10
3,00
-4,80
-14,20
-3,90
20,10
2,90
-1,70
15,20
19,90
18,60
9,60
-11,30
-17,40
-11,40
9,10
10,70
-15,80
1,70
20,10
13,50
28,40
32,40
30,70
33,10
30,30
30,80
26,90
27,40
22,70
22,00
23,50
30,60
29,70
30,00
29,90
30,40
24,30
8,80
-0,30
-2,80
-0,70
8,20
10,40
14,30
23,70
16,20
6,10
1,10
6,60
23,10
25,80
3,90
5,10
20,70
22,50
30,30
23,00
12,80
25,30
23,10
21,90
23,00
23,90
23,70
17,60
13,70
12,60
14,40
13,90
15,30
18,10
20,10
19,90
18,80
23,70
27,70
31,80
30,90
32,30
31,50
29,50
28,80
29,00
27,60
26,70
15,90
15,50
19,60
30,30
32,50
26,40
26,70
33,90
35,70
40,20
37,20
30,90
22,80
30,20
35,70
32,90
33,20
33,30
36,60
37,90
31,50
31,60
40,40
41,20
42,10
43,50
44,60
46,20
45,70
46,50
48,30
50,20
50,50
52,50
48,10
31,00
26,70
30,90
33,00
42,80
51,30
56,70
51,50
51,00
47,10
44,40
51,80
61,00
53,50
54,50
61,30
63,30
64,50
62,80
67,30
63,70
59,70
48,10
51,00
59,30
62,20
67,50
69,90
65,70
61,00
66,90
64,10
67,10
62,80
52,90
50,80
56,50
52,00
41,60
39,40
49,20
55,00
55,80
53,80
54,80
62,20
61,20
54,30
54,20
54,30
50,20
52,10
48,90
52,10
53,50
52,80
55,20
56,00
54,60
53,90
56,80
58,00
59,80
59,80
52,60
51,70
55,00
59,20
65,20
66,00
69,20
72,60
72,60
72,20
67,30
69,20
67,60
67,00
66,00
63,90
69,40
74,10
69,70
61,00
65,50
67,10
64,00
64,40
68,40
68,70
67,90
70,20
71,30
72,80
73,30
74,60
70,50
69,10
65,20
71,80
72,60
74,30
72,40
63,50
61,70
61,70
58,90
59,40
63,90
62,00
60,00
58,90
64,60
63,40
59,10
60,10
59,80
61,50
58,30
58,80
59,80
60,60
56,00
57,00
55,00
54,60
53,40
58,80
58,60
56,50
51,80
53,30
51,30
49,60
48,20
51,10
45,60
48,40
49,40
51,80
54,00
53,50
52,30
55,60
57,60
55,20
51,40
53,70
50,60
43,70
47,50
54,00
61,20
47,40
45,80
45,90
53,40
55,30
56,40
56,50
55,60
55,60
50,20
48,40
50,50
52,00
48,30
52,10
50,50
45,60
47,00
43,50
40,30
40,80
37,10
40,00
39,30
38,50
35,50
36,90
31,20
28,00
26,00
26,50
29,60
22,00
22,70
35,00
35,10
35,20
33,40
33,30
36,10
41,10
41,30
38,80
38,50
40,90
34,50
32,80
29,90
31,10
33,90
31,60
28,10
28,60
23,00
28,30
27,90
27,40
29,60
30,50
27,50
30,10
36,90
36,00
34,30
32,00
32,50
30,20
26,20
24,10
28,30
29,20
28,00
25,70
23,40
28,10
26,10
21,00
26,30
29,50
24,70
25,50
33,20
31,60
26,20
21,10
21,20
31,70
32,40
34,50
29,10
12,00
19,50
19,80
25,90
27,80
28,30
35,10
33,10
26,70
24,60
24,60
20,60
6,60
3,70
2,40
4,60
11,20
19,10
25,00
25,60
22,00
25,60
25,80
30,10
25,40
30,10
23,20
19,30
15,70
10,70
4,70
13,70
19,10
21,10
19,10
15,80
23,30
34,10
30,00
22,30
22,20
6,00
9,70
26,80
31,00
25,10
22,10
19,20
20,20
8,80
5,40
-0,30
0,60
10,00
20,20
9,90
4,20
4,50
-0,60
16,20
25,50
24,30
27,00
27,90
30,10
32,70
35,20
33,10
33,70
30,40
26,50
22,40
13,80
17,90
19,10
27,90
28,60
28,00
25,00
34,30
35,80
33,50
33,40
34,50
34,80
34,80
34,60
34,20
35,10
36,10
38,30
44,20
44,80
43,20
40,90
38,80
36,00
38,30
35,70
24,30
19,50
22,30
34,60
38,90
41,00
40,00
38,10
41,90
40,60
44,10
41,80
35,40
39,20
39,90
38,10
41,40
45,30
47,70
50,40
54,20
44,70
40,30
40,30
43,00
40,00
36,10
37,90
42,10
44,60
42,90
49,30
54,10
58,50
63,00
64,80
63,90
60,90
55,90
56,00
57,80
51,60
35,50
36,60
44,80
51,40
49,00
45,50
46,60
45,40
45,60
48,70
51,40
49,40
50,80
50,50
53,90
54,00
58,70
59,50
58,90
53,20
49,40
51,70
52,90
58,90
61,40
60,00
62,60
53,10
45,10
50,50
57,60
57,10
59,00
54,20
54,60
49,60
51,80
56,80
63,10
68,50
68,20
59,50
66,10
61,90
62,20
68,50
61,40
59,20
60,90
63,60
61,80
61,70
59,50
54,10
56,30
60,90
62,70
64,90
68,10
68,60
67,60
65,90
67,00
66,80
61,80
60,70
60,40
63,90
